"DZ_CODE","UR2FOLD","UR6FOLD","UR8FOLD"
"S01000323",1,3,3
"S01000324",1,3,3
"S01000325",1,3,3
"S01000326",1,3,3
"S01000327",1,3,3
"S01000328",1,3,3
"S01000329",1,3,3
"S01000367",1,3,3
"S01000372",1,3,3
"S01000373",1,3,3
"S01000375",1,3,3
"S01000376",1,3,3
"S01000378",1,3,3
"S01000381",1,3,3
"S01000667",1,3,3
"S01000668",1,3,3
"S01000669",1,3,3
"S01000670",1,3,3
"S01000671",1,3,3
"S01000672",1,3,3
"S01000673",1,3,3
"S01000675",1,3,3
"S01000677",1,3,3
"S01000692",1,3,3
"S01000693",1,3,3
"S01000695",1,3,3
"S01000696",1,3,3
"S01000698",1,3,3
"S01000699",1,3,3
"S01000701",1,3,3
"S01000702",1,3,3
"S01000703",1,3,3
"S01000833",1,3,3
"S01000834",1,3,3
"S01000835",1,3,3
"S01000838",1,3,3
"S01000842",1,3,3
"S01000872",1,3,3
"S01000874",1,3,3
"S01000876",1,3,3
"S01000877",1,3,3
"S01000878",1,3,3
"S01000881",1,3,3
"S01000882",1,3,3
"S01000883",1,3,3
"S01000885",1,3,3
"S01000886",1,3,3
"S01000887",1,3,3
"S01000888",1,3,3
"S01000889",1,3,3
"S01000890",1,3,3
"S01000894",1,3,3
"S01000895",1,3,3
"S01000925",1,3,3
"S01000931",1,3,3
"S01000935",1,3,3
"S01000939",1,3,3
"S01000940",1,3,3
"S01000949",1,3,3
"S01000953",1,3,3
"S01000956",1,3,3
"S01000961",1,3,3
"S01000962",1,3,3
"S01000963",1,3,3
"S01000965",1,3,3
"S01000966",1,3,3
"S01000967",1,3,3
"S01000969",1,3,3
"S01000970",1,3,3
"S01000971",1,3,3
"S01000972",1,3,3
"S01000973",1,3,3
"S01000974",1,3,3
"S01001038",1,3,3
"S01001042",1,3,3
"S01001043",1,3,3
"S01001045",1,3,3
"S01001047",1,3,3
"S01001048",1,3,3
"S01001049",1,3,3
"S01001051",1,3,3
"S01001052",1,3,3
"S01001054",1,3,3
"S01001055",1,3,3
"S01001056",1,3,3
"S01001058",1,3,3
"S01001059",1,3,3
"S01001286",1,3,3
"S01001287",1,3,3
"S01001288",1,3,3
"S01001290",1,3,3
"S01001307",1,3,3
"S01001308",1,3,3
"S01001309",1,3,3
"S01001310",1,3,3
"S01001314",1,3,3
"S01001315",1,3,3
"S01001317",1,3,3
"S01001318",1,3,3
"S01001320",1,3,3
"S01001334",1,3,3
"S01001337",1,3,3
"S01001338",1,3,3
"S01001339",1,3,3
"S01001340",1,3,3
"S01001341",1,3,3
"S01001342",1,3,3
"S01001343",1,3,3
"S01001344",1,3,3
"S01001345",1,3,3
"S01001350",1,3,3
"S01001352",1,3,3
"S01001354",1,3,3
"S01001355",1,3,3
"S01001358",1,3,3
"S01001360",1,3,3
"S01001364",1,3,3
"S01001365",1,3,3
"S01001369",1,3,3
"S01001375",1,3,3
"S01001412",1,3,3
"S01001413",1,3,3
"S01001414",1,3,3
"S01001415",1,3,3
"S01001416",1,3,3
"S01001417",1,3,3
"S01001418",1,3,3
"S01001419",1,3,3
"S01001539",1,3,3
"S01001541",1,3,3
"S01001542",1,3,3
"S01001543",1,3,3
"S01001544",1,3,3
"S01001545",1,3,3
"S01001546",1,3,3
"S01001547",1,3,3
"S01001548",1,3,3
"S01001608",1,3,3
"S01001609",1,3,3
"S01001610",1,3,3
"S01001612",1,3,3
"S01001613",1,3,3
"S01001614",1,3,3
"S01001615",1,3,3
"S01001616",1,3,3
"S01001617",1,3,3
"S01001619",1,3,3
"S01001620",1,3,3
"S01001621",1,3,3
"S01001622",1,3,3
"S01001623",1,3,3
"S01001624",1,3,3
"S01001625",1,3,3
"S01001626",1,3,3
"S01001627",1,3,3
"S01001628",1,3,3
"S01001629",1,3,3
"S01001630",1,3,3
"S01001631",1,3,3
"S01001632",1,3,3
"S01001634",1,3,3
"S01001635",1,3,3
"S01001636",1,3,3
"S01001638",1,3,3
"S01001639",1,3,3
"S01001670",1,3,3
"S01001672",1,3,3
"S01001673",1,3,3
"S01001674",1,3,3
"S01001675",1,3,3
"S01001678",1,3,3
"S01001682",1,3,3
"S01001712",1,3,3
"S01001716",1,3,3
"S01001724",1,3,3
"S01001725",1,3,3
"S01001733",1,3,3
"S01001740",1,3,3
"S01002164",1,3,3
"S01002176",1,3,3
"S01002213",1,3,3
"S01002251",1,3,3
"S01002327",1,3,3
"S01002328",1,3,3
"S01002329",1,3,3
"S01002330",1,3,3
"S01002331",1,3,3
"S01002332",1,3,3
"S01002333",1,3,3
"S01002334",1,3,3
"S01002335",1,3,3
"S01002336",1,3,3
"S01002337",1,3,3
"S01002338",1,3,3
"S01002399",1,3,3
"S01002402",1,3,3
"S01002403",1,3,3
"S01002407",1,3,3
"S01002618",1,3,3
"S01002620",1,3,3
"S01002630",1,3,3
"S01002635",1,3,3
"S01002636",1,3,3
"S01002640",1,3,3
"S01002644",1,3,3
"S01002662",1,3,3
"S01002694",1,3,3
"S01002697",1,3,3
"S01002700",1,3,3
"S01002701",1,3,3
"S01002702",1,3,3
"S01002783",1,3,3
"S01002785",1,3,3
"S01002790",1,3,3
"S01002791",1,3,3
"S01002792",1,3,3
"S01002796",1,3,3
"S01002798",1,3,3
"S01002799",1,3,3
"S01002801",1,3,3
"S01002803",1,3,3
"S01002804",1,3,3
"S01002805",1,3,3
"S01002807",1,3,3
"S01002808",1,3,3
"S01002812",1,3,3
"S01002813",1,3,3
"S01002815",1,3,3
"S01002816",1,3,3
"S01002817",1,3,3
"S01002819",1,3,3
"S01002820",1,3,3
"S01002822",1,3,3
"S01002917",1,3,3
"S01002920",1,3,3
"S01002933",1,3,3
"S01002937",1,3,3
"S01002938",1,3,3
"S01002940",1,3,3
"S01002942",1,3,3
"S01002944",1,3,3
"S01002969",1,3,3
"S01002970",1,3,3
"S01002971",1,3,3
"S01002972",1,3,3
"S01002973",1,3,3
"S01002975",1,3,3
"S01002976",1,3,3
"S01002977",1,3,3
"S01002978",1,3,3
"S01002979",1,3,3
"S01003004",1,3,3
"S01003007",1,3,3
"S01003008",1,3,3
"S01003009",1,3,3
"S01003011",1,3,3
"S01003014",1,3,3
"S01003015",1,3,3
"S01003016",1,3,3
"S01003017",1,3,3
"S01003018",1,3,3
"S01003019",1,3,3
"S01003020",1,3,3
"S01003021",1,3,3
"S01003022",1,3,3
"S01003023",1,3,3
"S01003024",1,3,3
"S01004012",1,3,3
"S01004013",1,3,3
"S01004014",1,3,3
"S01004015",1,3,3
"S01004016",1,3,3
"S01004017",1,3,3
"S01004018",1,3,3
"S01004019",1,3,3
"S01004020",1,3,3
"S01004138",1,3,3
"S01004146",1,3,3
"S01004147",1,3,3
"S01004149",1,3,3
"S01004152",1,3,3
"S01004153",1,3,3
"S01004155",1,3,3
"S01004193",1,3,3
"S01004196",1,3,3
"S01004197",1,3,3
"S01004201",1,3,3
"S01004202",1,3,3
"S01004203",1,3,3
"S01004208",1,3,3
"S01004210",1,3,3
"S01004213",1,3,3
"S01004256",1,3,3
"S01004259",1,3,3
"S01004260",1,3,3
"S01004261",1,3,3
"S01004263",1,3,3
"S01004265",1,3,3
"S01004266",1,3,3
"S01004267",1,3,3
"S01004268",1,3,3
"S01004270",1,3,3
"S01004271",1,3,3
"S01004272",1,3,3
"S01004273",1,3,3
"S01004276",1,3,3
"S01004317",1,3,3
"S01004318",1,3,3
"S01004320",1,3,3
"S01004321",1,3,3
"S01004322",1,3,3
"S01004323",1,3,3
"S01004324",1,3,3
"S01004325",1,3,3
"S01004327",1,3,3
"S01004328",1,3,3
"S01004337",1,3,3
"S01004340",1,3,3
"S01004341",1,3,3
"S01004342",1,3,3
"S01004343",1,3,3
"S01004344",1,3,3
"S01004345",1,3,3
"S01004346",1,3,3
"S01004347",1,3,3
"S01004348",1,3,3
"S01004472",1,3,3
"S01004473",1,3,3
"S01004474",1,3,3
"S01004476",1,3,3
"S01004477",1,3,3
"S01004478",1,3,3
"S01004479",1,3,3
"S01004480",1,3,3
"S01004481",1,3,3
"S01004482",1,3,3
"S01004483",1,3,3
"S01004484",1,3,3
"S01004487",1,3,3
"S01004488",1,3,3
"S01004489",1,3,3
"S01004490",1,3,3
"S01004491",1,3,3
"S01004492",1,3,3
"S01004493",1,3,3
"S01004494",1,3,3
"S01004495",1,3,3
"S01004496",1,3,3
"S01004497",1,3,3
"S01004498",1,3,3
"S01004499",1,3,3
"S01004501",1,3,3
"S01004502",1,3,3
"S01004504",1,3,3
"S01004505",1,3,3
"S01004506",1,3,3
"S01004525",1,3,3
"S01004526",1,3,3
"S01004527",1,3,3
"S01004528",1,3,3
"S01004529",1,3,3
"S01004530",1,3,3
"S01004532",1,3,3
"S01004533",1,3,3
"S01004628",1,3,3
"S01004631",1,3,3
"S01004636",1,3,3
"S01004647",1,3,3
"S01004654",1,3,3
"S01004657",1,3,3
"S01004664",1,3,3
"S01004669",1,3,3
"S01004673",1,3,3
"S01004674",1,3,3
"S01004718",1,3,3
"S01004741",1,3,3
"S01004753",1,3,3
"S01004755",1,3,3
"S01004762",1,3,3
"S01004843",1,3,3
"S01004844",1,3,3
"S01004845",1,3,3
"S01004848",1,3,3
"S01004849",1,3,3
"S01004851",1,3,3
"S01004852",1,3,3
"S01004854",1,3,3
"S01004855",1,3,3
"S01004857",1,3,3
"S01004858",1,3,3
"S01004859",1,3,3
"S01004860",1,3,3
"S01004861",1,3,3
"S01004930",1,3,3
"S01004931",1,3,3
"S01004932",1,3,3
"S01004933",1,3,3
"S01004934",1,3,3
"S01004935",1,3,3
"S01004936",1,3,3
"S01004938",1,3,3
"S01004939",1,3,3
"S01004940",1,3,3
"S01004941",1,3,3
"S01004942",1,3,3
"S01004945",1,3,3
"S01004976",1,3,3
"S01004977",1,3,3
"S01004978",1,3,3
"S01004979",1,3,3
"S01004980",1,3,3
"S01004989",1,3,3
"S01004992",1,3,3
"S01004993",1,3,3
"S01004994",1,3,3
"S01004995",1,3,3
"S01000427",1,4,4
"S01000428",1,4,4
"S01000429",1,4,4
"S01000430",1,4,4
"S01000431",1,4,4
"S01000432",1,4,4
"S01000433",1,4,4
"S01000434",1,4,4
"S01000435",1,4,4
"S01000436",1,4,4
"S01000437",1,4,4
"S01000438",1,4,4
"S01000457",1,4,4
"S01000459",1,4,4
"S01000460",1,4,4
"S01000461",1,4,4
"S01000462",1,4,4
"S01000504",1,4,4
"S01000507",1,4,4
"S01000509",1,4,4
"S01000510",1,4,4
"S01000512",1,4,4
"S01000532",1,4,4
"S01000534",1,4,4
"S01000535",1,4,4
"S01000538",1,4,4
"S01000539",1,4,4
"S01000540",1,4,4
"S01000541",1,4,4
"S01000542",1,4,4
"S01000545",1,4,4
"S01000546",1,4,4
"S01000743",1,4,4
"S01000744",1,4,4
"S01000745",1,4,4
"S01000746",1,4,4
"S01000747",1,4,4
"S01000748",1,4,4
"S01000749",1,4,4
"S01000750",1,4,4
"S01000752",1,4,4
"S01000754",1,4,4
"S01000756",1,4,4
"S01000757",1,4,4
"S01000759",1,4,4
"S01000902",1,4,4
"S01000906",1,4,4
"S01000907",1,4,4
"S01000908",1,4,4
"S01000911",1,4,4
"S01000932",1,4,4
"S01000944",1,4,4
"S01000945",1,4,4
"S01000946",1,4,4
"S01000951",1,4,4
"S01000952",1,4,4
"S01000960",1,4,4
"S01000985",1,4,4
"S01001016",1,4,4
"S01001289",1,4,4
"S01001291",1,4,4
"S01001292",1,4,4
"S01001293",1,4,4
"S01001294",1,4,4
"S01001295",1,4,4
"S01001296",1,4,4
"S01001297",1,4,4
"S01001298",1,4,4
"S01001299",1,4,4
"S01001302",1,4,4
"S01001303",1,4,4
"S01001644",1,4,4
"S01001645",1,4,4
"S01001647",1,4,4
"S01001648",1,4,4
"S01001649",1,4,4
"S01001650",1,4,4
"S01001651",1,4,4
"S01001653",1,4,4
"S01001662",1,4,4
"S01001663",1,4,4
"S01001664",1,4,4
"S01001665",1,4,4
"S01001666",1,4,4
"S01001667",1,4,4
"S01001668",1,4,4
"S01001669",1,4,4
"S01003882",1,4,4
"S01003885",1,4,4
"S01003886",1,4,4
"S01003887",1,4,4
"S01003890",1,4,4
"S01003891",1,4,4
"S01003892",1,4,4
"S01003894",1,4,4
"S01003896",1,4,4
"S01003898",1,4,4
"S01003899",1,4,4
"S01003900",1,4,4
"S01003904",1,4,4
"S01003906",1,4,4
"S01003907",1,4,4
"S01003908",1,4,4
"S01003909",1,4,4
"S01003910",1,4,4
"S01003912",1,4,4
"S01003919",1,4,4
"S01003920",1,4,4
"S01003921",1,4,4
"S01003922",1,4,4
"S01003923",1,4,4
"S01003924",1,4,4
"S01003925",1,4,4
"S01003926",1,4,4
"S01003928",1,4,4
"S01003929",1,4,4
"S01003930",1,4,4
"S01003931",1,4,4
"S01003932",1,4,4
"S01004247",1,4,4
"S01004248",1,4,4
"S01004249",1,4,4
"S01004250",1,4,4
"S01004251",1,4,4
"S01000712",1,4,5
"S01000713",1,4,5
"S01000715",1,4,5
"S01000716",1,4,5
"S01000717",1,4,5
"S01000718",1,4,5
"S01000719",1,4,5
"S01000727",1,4,5
"S01000729",1,4,5
"S01000730",1,4,5
"S01000731",1,4,5
"S01000732",1,4,5
"S01000733",1,4,5
"S01000734",1,4,5
"S01000735",1,4,5
"S01000811",1,4,5
"S01000812",1,4,5
"S01000813",1,4,5
"S01000814",1,4,5
"S01000815",1,4,5
"S01000816",1,4,5
"S01000817",1,4,5
"S01000818",1,4,5
"S01000821",1,4,5
"S01000822",1,4,5
"S01000823",1,4,5
"S01002355",1,4,5
"S01002356",1,4,5
"S01002357",1,4,5
"S01002359",1,4,5
"S01002360",1,4,5
"S01002361",1,4,5
"S01002363",1,4,5
"S01002364",1,4,5
"S01002366",1,4,5
"S01003724",1,4,5
"S01003725",1,4,5
"S01003726",1,4,5
"S01003727",1,4,5
"S01003729",1,4,5
"S01003730",1,4,5
"S01003731",1,4,5
"S01003732",1,4,5
"S01003733",1,4,5
"S01003734",1,4,5
"S01003735",1,4,5
"S01003736",1,4,5
"S01003737",1,4,5
"S01003738",1,4,5
"S01003940",1,4,5
"S01003942",1,4,5
"S01003943",1,4,5
"S01003944",1,4,5
"S01003945",1,4,5
"S01003976",1,4,5
"S01003977",1,4,5
"S01003978",1,4,5
"S01003979",1,4,5
"S01003981",1,4,5
"S01003982",1,4,5
"S01003983",1,4,5
"S01003984",1,4,5
"S01003985",1,4,5
"S01003986",1,4,5
"S01003987",1,4,5
"S01003997",1,4,5
"S01003998",1,4,5
"S01003999",1,4,5
"S01004000",1,4,5
"S01004002",1,4,5
"S01004003",1,4,5
"S01004004",1,4,5
"S01004005",1,4,5
"S01004006",1,4,5
"S01004007",1,4,5
"S01004009",1,4,5
"S01004952",1,4,5
"S01004953",1,4,5
"S01004954",1,4,5
"S01004955",1,4,5
"S01004958",1,4,5
"S01004959",1,4,5
"S01004960",1,4,5
"S01004961",1,4,5
"S01004962",1,4,5
"S01000024",2,5,6
"S01000268",2,5,6
"S01000269",2,5,6
"S01000270",2,5,6
"S01000271",2,5,6
"S01000272",2,5,6
"S01000273",2,5,6
"S01000274",2,5,6
"S01000275",2,5,6
"S01000276",2,5,6
"S01000277",2,5,6
"S01000278",2,5,6
"S01000279",2,5,6
"S01000280",2,5,6
"S01000281",2,5,6
"S01000282",2,5,6
"S01000283",2,5,6
"S01000284",2,5,6
"S01000285",2,5,6
"S01000300",2,5,6
"S01000306",2,5,6
"S01000308",2,5,6
"S01000321",2,5,6
"S01000330",2,5,6
"S01000333",2,5,6
"S01000335",2,5,6
"S01000336",2,5,6
"S01000337",2,5,6
"S01000340",2,5,6
"S01000356",2,5,6
"S01000361",2,5,6
"S01000362",2,5,6
"S01000363",2,5,6
"S01000365",2,5,6
"S01000366",2,5,6
"S01000369",2,5,6
"S01000370",2,5,6
"S01000377",2,5,6
"S01000379",2,5,6
"S01000380",2,5,6
"S01000382",2,5,6
"S01000383",2,5,6
"S01000385",2,5,6
"S01000386",2,5,6
"S01000387",2,5,6
"S01000388",2,5,6
"S01000389",2,5,6
"S01000392",2,5,6
"S01000395",2,5,6
"S01000398",2,5,6
"S01000405",2,5,6
"S01000410",2,5,6
"S01000411",2,5,6
"S01000412",2,5,6
"S01000415",2,5,6
"S01000416",2,5,6
"S01000417",2,5,6
"S01000419",2,5,6
"S01000420",2,5,6
"S01000421",2,5,6
"S01000422",2,5,6
"S01000423",2,5,6
"S01000424",2,5,6
"S01000425",2,5,6
"S01000426",2,5,6
"S01000440",2,5,6
"S01000442",2,5,6
"S01000443",2,5,6
"S01000445",2,5,6
"S01000446",2,5,6
"S01000447",2,5,6
"S01000448",2,5,6
"S01000449",2,5,6
"S01000450",2,5,6
"S01000451",2,5,6
"S01000452",2,5,6
"S01000454",2,5,6
"S01000455",2,5,6
"S01000463",2,5,6
"S01000467",2,5,6
"S01000471",2,5,6
"S01000476",2,5,6
"S01000480",2,5,6
"S01000481",2,5,6
"S01000493",2,5,6
"S01000497",2,5,6
"S01000498",2,5,6
"S01000499",2,5,6
"S01000500",2,5,6
"S01000501",2,5,6
"S01000503",2,5,6
"S01000505",2,5,6
"S01000511",2,5,6
"S01000515",2,5,6
"S01000516",2,5,6
"S01000518",2,5,6
"S01000519",2,5,6
"S01000521",2,5,6
"S01000522",2,5,6
"S01000523",2,5,6
"S01000524",2,5,6
"S01000527",2,5,6
"S01000530",2,5,6
"S01000531",2,5,6
"S01000533",2,5,6
"S01000537",2,5,6
"S01000543",2,5,6
"S01000544",2,5,6
"S01000547",2,5,6
"S01000565",2,5,6
"S01000567",2,5,6
"S01000568",2,5,6
"S01000580",2,5,6
"S01000581",2,5,6
"S01000591",2,5,6
"S01000593",2,5,6
"S01000594",2,5,6
"S01000598",2,5,6
"S01000599",2,5,6
"S01000600",2,5,6
"S01000601",2,5,6
"S01000602",2,5,6
"S01000603",2,5,6
"S01000614",2,5,6
"S01000616",2,5,6
"S01000632",2,5,6
"S01000636",2,5,6
"S01000637",2,5,6
"S01000638",2,5,6
"S01000639",2,5,6
"S01000640",2,5,6
"S01000641",2,5,6
"S01000642",2,5,6
"S01000643",2,5,6
"S01000644",2,5,6
"S01000645",2,5,6
"S01000649",2,5,6
"S01000662",2,5,6
"S01000664",2,5,6
"S01000665",2,5,6
"S01000666",2,5,6
"S01000674",2,5,6
"S01000676",2,5,6
"S01000689",2,5,6
"S01000697",2,5,6
"S01000704",2,5,6
"S01000705",2,5,6
"S01000706",2,5,6
"S01000707",2,5,6
"S01000708",2,5,6
"S01000709",2,5,6
"S01000710",2,5,6
"S01000751",2,5,6
"S01000753",2,5,6
"S01000758",2,5,6
"S01000796",2,5,6
"S01000797",2,5,6
"S01000798",2,5,6
"S01000799",2,5,6
"S01000875",2,5,6
"S01000879",2,5,6
"S01000880",2,5,6
"S01000884",2,5,6
"S01000891",2,5,6
"S01000892",2,5,6
"S01000893",2,5,6
"S01000896",2,5,6
"S01000897",2,5,6
"S01000901",2,5,6
"S01000910",2,5,6
"S01000915",2,5,6
"S01000916",2,5,6
"S01000921",2,5,6
"S01000948",2,5,6
"S01000955",2,5,6
"S01000958",2,5,6
"S01000959",2,5,6
"S01000964",2,5,6
"S01000968",2,5,6
"S01000975",2,5,6
"S01000976",2,5,6
"S01000977",2,5,6
"S01000978",2,5,6
"S01000979",2,5,6
"S01000980",2,5,6
"S01000981",2,5,6
"S01000982",2,5,6
"S01000983",2,5,6
"S01000986",2,5,6
"S01000987",2,5,6
"S01000988",2,5,6
"S01000989",2,5,6
"S01000991",2,5,6
"S01000993",2,5,6
"S01000994",2,5,6
"S01001001",2,5,6
"S01001011",2,5,6
"S01001023",2,5,6
"S01001026",2,5,6
"S01001039",2,5,6
"S01001040",2,5,6
"S01001041",2,5,6
"S01001046",2,5,6
"S01001053",2,5,6
"S01001057",2,5,6
"S01001060",2,5,6
"S01001062",2,5,6
"S01001063",2,5,6
"S01001066",2,5,6
"S01001069",2,5,6
"S01001071",2,5,6
"S01001072",2,5,6
"S01001073",2,5,6
"S01001075",2,5,6
"S01001077",2,5,6
"S01001232",2,5,6
"S01001274",2,5,6
"S01001275",2,5,6
"S01001277",2,5,6
"S01001278",2,5,6
"S01001283",2,5,6
"S01001284",2,5,6
"S01001285",2,5,6
"S01001300",2,5,6
"S01001304",2,5,6
"S01001305",2,5,6
"S01001311",2,5,6
"S01001312",2,5,6
"S01001313",2,5,6
"S01001321",2,5,6
"S01001322",2,5,6
"S01001349",2,5,6
"S01001368",2,5,6
"S01001372",2,5,6
"S01001373",2,5,6
"S01001379",2,5,6
"S01001383",2,5,6
"S01001406",2,5,6
"S01001407",2,5,6
"S01001408",2,5,6
"S01001409",2,5,6
"S01001410",2,5,6
"S01001411",2,5,6
"S01001420",2,5,6
"S01001421",2,5,6
"S01001422",2,5,6
"S01001499",2,5,6
"S01001528",2,5,6
"S01001535",2,5,6
"S01001536",2,5,6
"S01001537",2,5,6
"S01001549",2,5,6
"S01001550",2,5,6
"S01001551",2,5,6
"S01001552",2,5,6
"S01001553",2,5,6
"S01001554",2,5,6
"S01001555",2,5,6
"S01001556",2,5,6
"S01001557",2,5,6
"S01001558",2,5,6
"S01001559",2,5,6
"S01001560",2,5,6
"S01001578",2,5,6
"S01001605",2,5,6
"S01001607",2,5,6
"S01001611",2,5,6
"S01001618",2,5,6
"S01001633",2,5,6
"S01001637",2,5,6
"S01001640",2,5,6
"S01001642",2,5,6
"S01001643",2,5,6
"S01001646",2,5,6
"S01001652",2,5,6
"S01001654",2,5,6
"S01001655",2,5,6
"S01001656",2,5,6
"S01001659",2,5,6
"S01001660",2,5,6
"S01001661",2,5,6
"S01001671",2,5,6
"S01001676",2,5,6
"S01001677",2,5,6
"S01001684",2,5,6
"S01001801",2,5,6
"S01001887",2,5,6
"S01001922",2,5,6
"S01001959",2,5,6
"S01002022",2,5,6
"S01002375",2,5,6
"S01002376",2,5,6
"S01002377",2,5,6
"S01002378",2,5,6
"S01002379",2,5,6
"S01002380",2,5,6
"S01002385",2,5,6
"S01002386",2,5,6
"S01002388",2,5,6
"S01002432",2,5,6
"S01002528",2,5,6
"S01002569",2,5,6
"S01002570",2,5,6
"S01002571",2,5,6
"S01002572",2,5,6
"S01002573",2,5,6
"S01002589",2,5,6
"S01002612",2,5,6
"S01002613",2,5,6
"S01002614",2,5,6
"S01002615",2,5,6
"S01002617",2,5,6
"S01002627",2,5,6
"S01002628",2,5,6
"S01002631",2,5,6
"S01002634",2,5,6
"S01002641",2,5,6
"S01002647",2,5,6
"S01002648",2,5,6
"S01002650",2,5,6
"S01002654",2,5,6
"S01002657",2,5,6
"S01002659",2,5,6
"S01002661",2,5,6
"S01002665",2,5,6
"S01002666",2,5,6
"S01002668",2,5,6
"S01002674",2,5,6
"S01002683",2,5,6
"S01002686",2,5,6
"S01002695",2,5,6
"S01002696",2,5,6
"S01002698",2,5,6
"S01002703",2,5,6
"S01002704",2,5,6
"S01002708",2,5,6
"S01002710",2,5,6
"S01002716",2,5,6
"S01002739",2,5,6
"S01002772",2,5,6
"S01002809",2,5,6
"S01002810",2,5,6
"S01002811",2,5,6
"S01002821",2,5,6
"S01002827",2,5,6
"S01002831",2,5,6
"S01002851",2,5,6
"S01002880",2,5,6
"S01002888",2,5,6
"S01002902",2,5,6
"S01002918",2,5,6
"S01002921",2,5,6
"S01002923",2,5,6
"S01002924",2,5,6
"S01002928",2,5,6
"S01002939",2,5,6
"S01002941",2,5,6
"S01002943",2,5,6
"S01002945",2,5,6
"S01002946",2,5,6
"S01002947",2,5,6
"S01002948",2,5,6
"S01002949",2,5,6
"S01002950",2,5,6
"S01002951",2,5,6
"S01002952",2,5,6
"S01002953",2,5,6
"S01002954",2,5,6
"S01002955",2,5,6
"S01002956",2,5,6
"S01002957",2,5,6
"S01002958",2,5,6
"S01002959",2,5,6
"S01002960",2,5,6
"S01002961",2,5,6
"S01002962",2,5,6
"S01002963",2,5,6
"S01002964",2,5,6
"S01002965",2,5,6
"S01002966",2,5,6
"S01002967",2,5,6
"S01002968",2,5,6
"S01002974",2,5,6
"S01002988",2,5,6
"S01002993",2,5,6
"S01002998",2,5,6
"S01003000",2,5,6
"S01003001",2,5,6
"S01003002",2,5,6
"S01003003",2,5,6
"S01003005",2,5,6
"S01003006",2,5,6
"S01003010",2,5,6
"S01003012",2,5,6
"S01003013",2,5,6
"S01003026",2,5,6
"S01003031",2,5,6
"S01003762",2,5,6
"S01003777",2,5,6
"S01003780",2,5,6
"S01003795",2,5,6
"S01003803",2,5,6
"S01003842",2,5,6
"S01003847",2,5,6
"S01003854",2,5,6
"S01003857",2,5,6
"S01003864",2,5,6
"S01003865",2,5,6
"S01003867",2,5,6
"S01003868",2,5,6
"S01003870",2,5,6
"S01003872",2,5,6
"S01003874",2,5,6
"S01003875",2,5,6
"S01003876",2,5,6
"S01003877",2,5,6
"S01003878",2,5,6
"S01003879",2,5,6
"S01003880",2,5,6
"S01003881",2,5,6
"S01003884",2,5,6
"S01003889",2,5,6
"S01003895",2,5,6
"S01003905",2,5,6
"S01004011",2,5,6
"S01004021",2,5,6
"S01004022",2,5,6
"S01004023",2,5,6
"S01004121",2,5,6
"S01004122",2,5,6
"S01004123",2,5,6
"S01004137",2,5,6
"S01004144",2,5,6
"S01004154",2,5,6
"S01004156",2,5,6
"S01004157",2,5,6
"S01004158",2,5,6
"S01004159",2,5,6
"S01004161",2,5,6
"S01004164",2,5,6
"S01004166",2,5,6
"S01004178",2,5,6
"S01004212",2,5,6
"S01004228",2,5,6
"S01004229",2,5,6
"S01004230",2,5,6
"S01004231",2,5,6
"S01004232",2,5,6
"S01004239",2,5,6
"S01004241",2,5,6
"S01004243",2,5,6
"S01004244",2,5,6
"S01004245",2,5,6
"S01004253",2,5,6
"S01004254",2,5,6
"S01004255",2,5,6
"S01004257",2,5,6
"S01004258",2,5,6
"S01004262",2,5,6
"S01004264",2,5,6
"S01004269",2,5,6
"S01004275",2,5,6
"S01004278",2,5,6
"S01004279",2,5,6
"S01004285",2,5,6
"S01004286",2,5,6
"S01004287",2,5,6
"S01004298",2,5,6
"S01004301",2,5,6
"S01004307",2,5,6
"S01004312",2,5,6
"S01004313",2,5,6
"S01004314",2,5,6
"S01004319",2,5,6
"S01004330",2,5,6
"S01004334",2,5,6
"S01004336",2,5,6
"S01004338",2,5,6
"S01004339",2,5,6
"S01004354",2,5,6
"S01004366",2,5,6
"S01004373",2,5,6
"S01004461",2,5,6
"S01004471",2,5,6
"S01004475",2,5,6
"S01004485",2,5,6
"S01004486",2,5,6
"S01004500",2,5,6
"S01004507",2,5,6
"S01004509",2,5,6
"S01004599",2,5,6
"S01004611",2,5,6
"S01004615",2,5,6
"S01004621",2,5,6
"S01004625",2,5,6
"S01004715",2,5,6
"S01004720",2,5,6
"S01004821",2,5,6
"S01004830",2,5,6
"S01004831",2,5,6
"S01004832",2,5,6
"S01004835",2,5,6
"S01004837",2,5,6
"S01004839",2,5,6
"S01004840",2,5,6
"S01004841",2,5,6
"S01004842",2,5,6
"S01004846",2,5,6
"S01004850",2,5,6
"S01004856",2,5,6
"S01004913",2,5,6
"S01004928",2,5,6
"S01004937",2,5,6
"S01004943",2,5,6
"S01004944",2,5,6
"S01004973",2,5,6
"S01004974",2,5,6
"S01004975",2,5,6
"S01004981",2,5,6
"S01004982",2,5,6
"S01004983",2,5,6
"S01004984",2,5,6
"S01004985",2,5,6
"S01004986",2,5,6
"S01004987",2,5,6
"S01004988",2,5,6
"S01004990",2,5,6
"S01004991",2,5,6
"S01000299",2,6,7
"S01000302",2,6,7
"S01000309",2,6,7
"S01000331",2,6,7
"S01000332",2,6,7
"S01000334",2,6,7
"S01000338",2,6,7
"S01000339",2,6,7
"S01000341",2,6,7
"S01000342",2,6,7
