Datazone,Health Board,Council Area,Total population,People in households,People in communal establishments,Quintile,Decile,DEPCAT,Most deprived 15%,Least deprived 15%,Total population weight,% Overcrowding,% Male Unemployment,% No Car,% Low Social Class,Z-score overcrowding,Z-score male unemployment,Z-score no car,Z-score low social class,Carstairs score,Lower 95% uncertainty bound (random weights),Upper 95% uncertainty bound (random weights),Lower 95% confidence interval,Upper 95% confidence interval 
S01003772,Highland,Highland,606,600,6,4,8,3,0,0,0.000114439,4.333333333,2.105263158,5.166666667,11.16666667,0.395885935,-1.093864955,-1.036429386,-0.754559276,-2.488967682,-3.836035158,-0.794122533,-3.126049582,-1.688344854
S01003773,Highland,Highland,692,683,9,3,6,4,0,0,0.000130679,2.928257687,5.769230769,7.320644217,20.15037594,-0.120436297,-0.48152754,-0.909099775,0.12590757,-1.385156043,-2.405601527,-0.43822265,-2.08128516,-0.546876963
S01003774,Highland,Highland,760,723,37,4,7,3,0,0,0.000143521,1.521438451,6.565656566,9.543568465,19.77240398,-0.637399246,-0.348425569,-0.777694468,0.088863653,-1.67465563,-2.496430306,-0.828213426,-2.291735743,-0.935633356
S01003775,Highland,Highland,916,909,7,4,8,3,0,0,0.00017298,1.870187019,4.942965779,3.96039604,12.88888889,-0.509244837,-0.619616361,-1.107736522,-0.585769357,-2.822367077,-3.420419776,-2.306111034,-3.280532634,-2.176439044
S01003776,Highland,Highland,700,695,5,5,10,2,0,1,0.00013219,1.294964029,2.898550725,3.45323741,8.136094675,-0.720621654,-0.961287457,-1.137716552,-1.051576698,-3.871202362,-4.224723523,-3.434008064,-4.277051894,-3.233834566
S01003777,Highland,Highland,1114,1114,0,5,9,2,0,0,0.000210371,0.538599641,4.819277108,6.104129264,11.67883212,-0.998562383,-0.640287723,-0.981012491,-0.704363451,-3.324226049,-3.734298694,-2.907283443,-3.712849137,-2.812770046
S01003778,Highland,Highland,3225,3225,0,5,9,2,0,0,0.000609019,1.860465116,3.70741483,6.108527132,9.39403655,-0.512817338,-0.826106744,-0.980752517,-0.928289526,-3.247966124,-3.640217024,-2.735211217,-3.47096651,-2.924979667
S01003779,Highland,Highland,501,499,2,4,7,3,0,0,9.46E-05,3.206412826,4.87804878,4.609218437,14.31451613,-0.01822281,-0.630465559,-1.069382221,-0.446047836,-2.164118425,-3.116522985,-1.159659129,-2.925465095,-1.282972062
S01003780,Highland,Highland,1074,983,91,5,10,2,0,1,0.000202817,1.119023398,3.80952381,1.729399797,7.967313585,-0.785274443,-0.809041869,-1.239618995,-1.068118435,-3.902053742,-4.399445961,-3.389397068,-4.244570263,-3.328013537
S01003781,Highland,Highland,1129,1129,0,4,8,3,0,0,0.000213204,0.620017715,5.882352941,6.997342781,11.83856502,-0.968643736,-0.462622095,-0.928211323,-0.688708501,-3.048185656,-3.546894766,-2.531871074,-3.448290913,-2.486696214
S01003782,Highland,Highland,621,621,0,5,9,2,0,0,0.000117272,1.771336554,3.51758794,2.254428341,10.67323481,-0.545569353,-0.857831399,-1.208582608,-0.802919078,-3.414902437,-4.009652832,-2.808353937,-3.915884571,-2.737449578
S01003783,Highland,Highland,1234,1170,64,3,5,4,0,0,0.000233032,5.555555556,7.207207207,11.96581197,15.35714286,0.845015139,-0.241206973,-0.63450666,-0.343863066,-0.374561559,-1.596258902,1.203054295,-1.038608121,0.334628052
S01003784,Highland,Highland,1655,1655,0,5,10,2,0,1,0.000312535,1.752265861,2.335456476,4.290030211,7.369062119,-0.552577248,-1.055394096,-1.088250622,-1.126751297,-3.822973263,-4.32431143,-3.144083677,-4.095250185,-3.383972112
S01003785,Highland,Highland,809,809,0,4,8,3,0,0,0.000152774,2.101359703,4.219409283,8.776266996,7.295597484,-0.424295961,-0.740540114,-0.823052507,-1.133951349,-3.121839931,-3.751297276,-2.470437944,-3.640066271,-2.511726843
S01003786,Highland,Highland,891,891,0,4,8,3,0,0,0.000168259,2.581369248,3.629032258,7.182940516,10.75514874,-0.247907166,-0.839206363,-0.917239952,-0.794890935,-2.799244416,-3.367934519,-2.052001165,-3.278843913,-2.163032959
S01003787,Highland,Highland,591,591,0,5,9,2,0,0,0.000111606,2.030456853,1.176470588,8.798646362,10.42735043,-0.450350585,-1.249088609,-0.82172958,-0.82701748,-3.348186254,-4.056435474,-2.618078148,-3.781508026,-2.696863054
S01003788,Highland,Highland,708,676,32,5,9,2,0,1,0.000133701,0.73964497,3.289473684,6.952662722,10.10558069,-0.924684387,-0.895954796,-0.930852527,-0.858553183,-3.610044894,-3.681015097,-3.536194325,-4.067011424,-2.968368038
S01003789,Highland,Highland,494,494,0,5,10,2,0,1,9.33E-05,1.012145749,5.035971223,3.441295547,4.761904762,-0.824548703,-0.604072907,-1.13842248,-1.382271099,-3.949315189,-4.720502911,-3.134468121,-4.48478388,-3.147915418
S01003790,Highland,Highland,570,570,0,2,4,5,0,0,0.000107641,3.333333333,5.031446541,27.01754386,33.88278388,0.028416587,-0.604829091,0.255257104,1.471780365,1.150624965,-0.750089781,3.132770311,0.316815909,2.111036415
S01003791,Highland,Highland,824,824,0,3,6,4,0,0,0.000155607,3.762135922,4.089219331,16.86893204,13.96786156,0.185988395,-0.762297997,-0.344665025,-0.480022428,-1.400997056,-2.211761065,-0.467757854,-2.017487038,-0.657603424
S01003792,Highland,Highland,2286,2280,6,4,8,3,0,0,0.000431695,1.842105263,3.66568915,9.51754386,12.39219246,-0.519564021,-0.833080112,-0.779232879,-0.634449109,-2.766326121,-3.089774192,-2.438558661,-3.041045091,-2.368113551
S01003793,Highland,Highland,542,542,0,2,3,5,0,0,0.000102353,4.42804428,10.95890411,36.34686347,27.57281553,0.430689305,0.385792123,0.80674783,0.85335898,2.476588238,1.863633415,3.02698926,1.40885566,3.501046782
S01003794,Highland,Highland,690,639,51,4,7,3,0,0,0.000130302,0.312989045,13.82978723,9.546165884,8.038585209,-1.081467362,0.865585979,-0.777540925,-1.061133313,-2.054555621,-3.817734721,0.221371779,-2.864094468,-1.133347361
S01003795,Highland,Highland,648,648,0,5,9,2,0,0,0.00012237,0.925925926,5.789473684,2.777777778,9.004739336,-0.856231845,-0.478144461,-1.177645479,-0.966443397,-3.478465183,-4.092075559,-2.811872435,-4.04186123,-2.789634264
S01003796,Highland,Highland,673,673,0,2,4,5,0,0,0.000127091,0.742942051,9.81595092,43.38781575,28.3557047,-0.923472811,0.194777061,1.222964664,0.930087638,1.424356553,-0.875689224,3.41058812,0.590692366,2.32167844
S01003797,Highland,Highland,925,925,0,2,4,4,0,0,0.00017468,2.378378378,7.560137457,29.18918919,25.86399108,-0.322500089,-0.182223811,0.383631124,0.685882136,0.56478936,-0.543278065,1.599027519,-0.035163309,1.283399234
S01003798,Highland,Highland,846,846,0,4,8,3,0,0,0.000159761,2.600472813,4.819277108,9.574468085,7.244655582,-0.240887191,-0.640287723,-0.775867877,-1.138944014,-2.795986806,-3.585086843,-1.963369893,-3.344233193,-2.128218445
S01003799,Highland,Highland,756,756,0,5,9,2,0,0,0.000142765,0,5.490196078,6.084656085,11.27516779,-1.196481242,-0.528160971,-0.982163623,-0.743925402,-3.450731239,-4.116251618,-2.829046183,-3.846318085,-2.847945693
S01003800,Highland,Highland,633,621,12,3,6,4,0,0,0.000119538,2.576489533,4.678362573,19.1626409,23.73737374,-0.249700312,-0.663837943,-0.209075377,0.477458643,-0.645154989,-1.693418411,0.424684041,-1.409701532,0.229825562
S01003801,Highland,Highland,816,816,0,2,4,4,0,0,0.000154096,4.534313725,8.095238095,23.03921569,19.76893453,0.469740069,-0.09279558,0.020083353,0.088523622,0.485551465,0.012229409,1.058038917,-0.44677255,1.335819677
S01003802,Highland,Highland,781,781,0,3,6,4,0,0,0.000147486,3.71318822,5.092592593,14.08450704,17.3126615,0.168001614,-0.59461011,-0.509262727,-0.152208452,-1.088079674,-1.866267183,-0.264465477,-1.823155059,-0.342027954
S01003803,Highland,Highland,732,732,0,4,7,3,0,0,0.000138233,2.595628415,6.25,6.420765027,12.2085048,-0.242667359,-0.401179399,-0.962294975,-0.652451794,-2.258593528,-2.969918403,-1.540843783,-2.910214311,-1.426912305
S01003804,Highland,Highland,620,620,0,2,3,5,0,0,0.000117083,7.258064516,4.6875,24.51612903,25.21440823,1.470634998,-0.662310859,0.107389185,0.622218437,1.537931762,-0.510885022,3.590353002,0.622541688,2.518803252
S01003805,Highland,Highland,1202,1139,63,3,5,4,0,0,0.000226989,2.107111501,7.352941176,36.52326602,20.01853568,-0.422182351,-0.21685131,0.817175639,0.112986295,0.291128273,-0.880921331,1.516732718,-0.327542797,0.910631758
S01003806,Highland,Highland,698,698,0,3,5,4,0,0,0.000131812,2.722063037,6.626506024,23.49570201,18.93491124,-0.196206511,-0.338256156,0.047067955,0.00678346,-0.480611252,-0.916574713,-0.073358771,-1.292981828,0.35920088
S01003807,Highland,Highland,904,904,0,5,9,2,0,0,0.000170714,0,4.05904059,6.85840708,15.98224195,-1.196481242,-0.767341593,-0.936424328,-0.282598948,-3.182846112,-3.981032131,-2.304775748,-3.522710312,-2.61720454
S01003808,Highland,Highland,936,900,36,2,4,4,0,0,0.000176757,4.666666667,10.78838174,19.44444444,20.62937063,0.518375718,0.35729372,-0.192416924,0.172852426,0.856104941,0.177242957,1.529808173,0.029113716,1.718404792
S01003809,Highland,Highland,674,665,9,2,4,4,0,0,0.00012728,3.308270677,9.708737864,24.96240602,25.5351682,0.019206829,0.176859172,0.133770275,0.653655175,0.983491451,0.427603674,1.636350025,0.070129345,1.994866293
S01003810,Highland,Highland,908,818,90,5,10,2,0,1,0.000171469,0.733496333,3.414634146,8.435207824,7.071960298,-0.926943823,-0.875037462,-0.843213781,-1.15586937,-3.801064436,-4.122640951,-3.523778431,-4.177946639,-3.236056648
S01003811,Highland,Highland,687,687,0,5,9,2,0,1,0.000129735,0.58224163,5.18134715,4.657933042,7.111111111,-0.98252529,-0.579777081,-1.06650252,-1.152032314,-3.780837205,-4.286865067,-3.153499124,-4.244959325,-3.086318365
S01003812,Highland,Highland,958,956,2,2,4,5,0,0,0.000180912,3.661087866,10.28806584,30.33472803,24.40347072,0.148856331,0.273678858,0.451348179,0.542740844,1.416624212,1.007221703,1.800414649,0.556246909,2.175836268
S01003813,Highland,Highland,856,856,0,5,9,2,0,1,0.00016165,0.46728972,2.429149798,10.51401869,10.66350711,-1.024766593,-1.039735681,-0.720327552,-0.803872461,-3.588702286,-3.960418199,-3.218530658,-3.875342546,-3.036778297
S01003814,Highland,Highland,786,761,25,5,10,1,0,1,0.000148431,0,1.913875598,8.409986859,5.976095618,-1.196481242,-1.125850435,-0.844704686,-1.263271835,-4.430308198,-4.786553353,-4.01472413,-4.667748241,-3.933579295
S01003815,Highland,Highland,842,778,64,3,5,4,0,0,0.000159006,3.341902314,5.860805861,26.09254499,17.85234899,0.031565424,-0.466223132,0.200576986,-0.099315273,-0.333395995,-0.965575207,0.241709477,-0.977448805,0.484204358
S01003816,Highland,Highland,986,986,0,5,9,2,0,1,0.000186199,0.709939148,3.135888502,6.288032454,10.32719836,-0.935600366,-0.921622587,-0.970141291,-0.836833089,-3.664197333,-3.779630036,-3.538710748,-4.01889988,-3.121683054
S01003817,Highland,Highland,1035,1035,0,1,2,6,1,0,0.000195453,8.019323671,10.50583658,37.39130435,28.98252826,1.750374404,0.310073605,0.868488608,0.991520766,3.920457383,2.676669172,5.287688722,2.964123623,4.80242585
S01003818,Highland,Highland,803,803,0,2,3,5,0,0,0.000151641,6.600249066,6.280193237,32.75217933,22.53333333,1.228907983,-0.39613338,0.594252702,0.359454194,1.786481499,0.308730397,3.279817099,0.907022811,2.624555302
S01003819,Highland,Highland,2446,2446,0,5,9,3,0,0,0.00046191,2.289452167,3.566333809,5.641864268,9.287796751,-0.355177746,-0.849684787,-1.008338691,-0.938701775,-3.151903,-3.696406073,-2.424807507,-3.390036503,-2.766348924
S01003820,Highland,Highland,1011,904,107,3,6,4,0,0,0.00019092,1.548672566,7.619047619,27.43362832,16.09977324,-0.627391543,-0.172378501,0.279853402,-0.271080053,-0.790996695,-1.627330153,0.039396461,-1.36152816,-0.132063518
S01003821,Highland,Highland,763,763,0,2,4,4,0,0,0.000144087,2.752293578,10.0877193,23.32896461,25.78018996,-0.185097714,0.240196116,0.037211488,0.677669035,0.769978926,0.008802581,1.588308074,0.001580408,1.586345862
S01003822,Highland,Highland,666,546,120,3,5,4,0,0,0.000125769,2.564102564,7.216494845,28.20512821,21.64750958,-0.254252143,-0.239654785,0.325459625,0.272637222,0.104189919,-0.651690956,0.834526574,-0.709348226,1.03344268
S01003823,Highland,Highland,977,914,63,4,7,3,0,0,0.0001845,0.875273523,5.957446809,20.89715536,11.89674523,-0.874845051,-0.450072098,-0.106541787,-0.68300643,-2.114465366,-2.855926665,-1.342916925,-2.647221934,-1.52777764
S01003824,Highland,Highland,816,792,24,2,3,5,0,0,0.000154096,5.808080808,8.362369338,34.21717172,20.45454545,0.937810429,-0.048151502,0.680853842,0.155718326,1.726231095,0.728529079,2.766965347,0.880293926,2.554301082
S01003825,Highland,Highland,867,867,0,4,8,3,0,0,0.000163727,3.344867359,3.375527426,13.49480969,7.193396226,0.032654988,-0.881573139,-0.544121927,-1.143967793,-2.537007871,-3.600842958,-1.394526532,-3.106258068,-1.896241842
S01003826,Highland,Highland,749,719,30,3,5,4,0,0,0.000141443,2.364394993,9.950248756,20.02781641,15.31791908,-0.327638554,0.217221471,-0.15793164,-0.347707273,-0.616055997,-1.140115151,0.008946502,-1.358202477,0.257017996
S01003827,Highland,Highland,817,808,9,3,6,4,0,0,0.000154285,3.094059406,3.658536585,19.8019802,19.21618205,-0.059509248,-0.834275478,-0.171281657,0.034349982,-1.030716401,-2.010167129,-0.267952686,-1.620941597,-0.32563411
S01003828,Highland,Highland,1145,1100,45,5,9,2,0,0,0.000216225,1.545454545,3.115264798,6.090909091,11.79723502,-0.628574067,-0.925069305,-0.981793985,-0.692759132,-3.22819649,-3.633771682,-2.830309892,-3.597653613,-2.708641166
S01003829,Highland,Highland,665,665,0,2,3,5,0,0,0.000125581,6.315789474,8.791208791,29.62406015,25.9202454,1.124377802,0.02351792,0.409337961,0.691395456,2.248629139,1.186129067,3.308717493,1.220057766,3.273750316
S01003830,Highland,Highland,901,901,0,2,3,5,0,0,0.000170148,7.103218646,6.772908367,24.75027747,25.63805104,1.413733887,-0.313788791,0.121230569,0.663738419,1.884914085,0.243702564,3.62060019,1.073820515,2.729915138
S01003831,Highland,Highland,584,584,0,4,8,3,0,0,0.000110284,1.54109589,2.139037433,10.61643836,15.7712305,-0.630175739,-1.088220458,-0.714273145,-0.303279558,-2.7359489,-3.495366054,-2.04231465,-3.273622991,-2.070790385
S01003832,Highland,Highland,944,904,40,3,6,4,0,0,0.000178268,2.101769912,7.936507937,22.23451327,16.68611435,-0.424145222,-0.11932322,-0.027485595,-0.21361449,-0.784568527,-1.179059733,-0.421580357,-1.398402446,-0.093510416
S01003833,Highland,Highland,537,519,18,1,2,5,0,0,0.000101409,4.046242775,10.43956044,51.44508671,26.08695652,0.290388955,0.298997262,1.69925987,0.707734321,2.996380408,1.585919244,4.508720562,1.93371712,4.100168339
S01003834,Highland,Highland,651,651,0,3,6,3,0,0,0.000122937,1.53609831,6.565656566,19.66205837,15.68938193,-0.632012197,-0.348425569,-0.179552956,-0.311301295,-1.471292016,-1.933747523,-1.105352081,-2.134509422,-0.700813633
S01003835,Highland,Highland,534,534,0,4,8,3,0,0,0.000100842,0.936329588,3.645833333,11.98501873,14.23076923,-0.852408819,-0.836398498,-0.633371277,-0.454255623,-2.776434217,-3.211943765,-2.346680398,-3.267031059,-2.069313296
S01003836,Highland,Highland,513,513,0,3,6,4,0,0,9.69E-05,2.144249513,3.825136612,21.83235867,21.39917695,-0.40853527,-0.806432593,-0.051258446,0.248298873,-1.017927437,-2.121397186,-0.025215098,-1.718547091,-0.191076151
S01003837,Highland,Highland,836,785,51,3,5,4,0,0,0.000157873,2.292993631,7.575757576,31.59235669,21.60413972,-0.353876366,-0.179613312,0.525691279,0.26838667,0.26058827,-0.70160078,1.19327835,-0.548410328,1.045458877
S01003838,Highland,Highland,576,576,0,3,5,4,0,0,0.000108774,4.513888889,5.325443787,13.54166667,19.53818828,0.462234568,-0.555695055,-0.541352037,0.065908863,-0.568903662,-1.698274414,0.601158724,-1.436715091,0.388388759
S01003839,Highland,Highland,648,648,0,2,3,5,0,0,0.00012237,1.388888889,15.51724138,43.36419753,26.30718954,-0.686107147,1.147600293,1.221568504,0.72931871,2.412380359,0.250477403,4.158467283,1.387757488,3.378131273
S01003840,Highland,Highland,696,616,80,4,7,3,0,0,0.000131435,3.246753247,4.128440367,10.87662338,11.75496689,-0.003398941,-0.755743216,-0.698892642,-0.696901707,-2.154936506,-2.81335752,-1.278468103,-2.772586103,-1.396083006
S01003841,Highland,Highland,609,609,0,4,8,3,0,0,0.000115005,0.985221675,6.832298137,7.881773399,13.32209106,-0.834442475,-0.303863327,-0.875929345,-0.54331249,-2.557547637,-3.121765189,-1.96708197,-3.193013876,-1.778658527
S01003842,Highland,Highland,758,758,0,5,9,2,0,1,0.000143143,2.110817942,2.403846154,4.485488127,7.671601615,-0.420820348,-1.04396453,-1.076696379,-1.097100293,-3.63858155,-4.239075223,-2.824746636,-4.072409694,-3.016869338
S01003843,Highland,Highland,953,953,0,5,9,2,0,1,0.000179967,1.573976915,2.877697842,3.252885624,10.30818278,-0.618092971,-0.964772477,-1.14956009,-0.83869675,-3.571122288,-4.052919326,-3.057192525,-3.948874535,-3.042418248
S01003844,Highland,Highland,736,736,0,4,8,3,0,0,0.000138988,2.989130435,2.608695652,8.831521739,11.23287671,-0.098067428,-1.009729235,-0.819786194,-0.748070226,-2.675653083,-3.439076515,-1.752636409,-3.208086437,-1.946471161
S01003845,Highland,Highland,1140,1121,19,1,2,6,1,0,0.000215281,7.314897413,13.43283582,39.78590544,29.74504249,1.491519346,0.799245818,1.010042371,1.066252537,4.367060072,3.781065504,5.037091079,3.417793316,5.135834193
S01003846,Highland,Highland,757,754,3,4,7,3,0,0,0.000142954,1.856763926,4.14507772,8.090185676,16.12903226,-0.514177412,-0.752962712,-0.863609322,-0.268212463,-2.398961908,-3.000948529,-1.814005212,-2.938414714,-1.675285912
S01003847,Highland,Highland,608,606,2,4,8,3,0,0,0.000114817,0.660066007,4.733727811,15.18151815,12.37458194,-0.953927217,-0.654585076,-0.444414326,-0.636175064,-2.689101683,-3.187412159,-2.269263566,-3.202378177,-1.919593476
S01003848,Highland,Highland,669,669,0,4,8,3,0,0,0.000126336,1.34529148,6.435643564,9.118086697,10.18237082,-0.702127858,-0.370153879,-0.802846275,-0.851027209,-2.726155222,-3.166475504,-2.183901378,-3.33668195,-2.013156142
S01003849,Highland,Highland,1015,1015,0,1,1,7,1,0,0.000191676,6.798029557,15.96958175,49.65517241,36.92142088,1.301586251,1.223197285,1.593451389,1.769588214,5.887823141,5.280210431,6.466279515,4.797014132,6.739086389
S01003850,Highland,Highland,522,522,0,3,6,3,0,0,9.86E-05,4.214559387,6.470588235,8.620689655,11.75298805,0.352240151,-0.364313781,-0.832249261,-0.697095647,-1.541418539,-2.584044764,-0.250991263,-2.395539509,-0.536312346
S01003851,Highland,Highland,822,822,0,5,10,1,0,1,0.000155229,0,4.484304933,3.649635036,7.283950617,-1.196481242,-0.696269658,-1.126106759,-1.135092824,-4.153950484,-4.587001882,-3.601711364,-4.519296141,-3.528793427
S01003852,Highland,Highland,593,556,37,4,8,3,0,0,0.000111984,1.438848921,4.093567251,13.30935252,13.51851852,-0.667748367,-0.761571355,-0.555084989,-0.524061214,-2.508465924,-2.772084439,-2.2717626,-3.064970066,-1.742528888
S01003853,Highland,Highland,1253,1233,20,1,1,6,1,0,0.00023662,7.218167072,13.63636364,51.01378751,29.44297082,1.45597391,0.833260229,1.673764173,1.036647383,4.999645696,4.177469761,5.832162069,4.14759531,5.723470658
S01003854,Highland,Highland,578,568,10,4,7,3,0,0,0.000109151,1.232394366,5.464480874,21.83098592,13.55311355,-0.743614087,-0.532458603,-0.051339595,-0.520670657,-1.848082942,-2.452932799,-1.21972718,-2.442906413,-1.059468568
S01003855,Highland,Highland,978,978,0,1,1,6,1,0,0.000184688,6.237218814,17.04035874,50.20449898,34.82758621,1.095505493,1.402149963,1.625924123,1.564377655,5.687957233,5.118748149,6.163719779,4.537222777,6.618086787
S01003856,Highland,Highland,765,765,0,2,4,4,0,0,0.000144465,3.790849673,9.565217391,25.09803922,23.50543478,0.196539818,0.152873437,0.141788057,0.45472699,0.945928303,0.662390798,1.281813957,0.050417079,1.785888019
S01003857,Highland,Highland,783,783,0,4,8,3,0,0,0.000147864,1.915708812,3.004291845,5.874840358,12.61378414,-0.492516973,-0.943615564,-0.99456661,-0.612731562,-3.043430708,-3.625851261,-2.474756366,-3.528881975,-2.401455056
S01003858,Highland,Highland,534,534,0,3,6,4,0,0,0.000100842,0,6.25,18.16479401,24.38095238,-1.196481242,-0.401179399,-0.268061812,0.540533888,-1.325188566,-2.90444979,0.20135231,-1.905963349,-0.492065424
S01003859,Highland,Highland,609,609,0,5,10,2,0,1,0.000115005,0.65681445,4.142011834,4.433497537,7.462686567,-0.955122064,-0.753475096,-1.079769736,-1.117575441,-3.905942337,-4.251725383,-3.505856087,-4.362693159,-3.228966227
S01003860,Highland,Highland,672,665,7,1,1,7,1,0,0.000126903,5.263157895,22.07792208,61.20300752,38.55421687,0.737567961,2.244048374,2.276086804,1.929613733,7.187316873,5.412162853,8.598930266,5.860805149,8.376150136
S01003861,Highland,Highland,776,776,0,4,7,3,0,0,0.000146542,2.06185567,4.301075269,9.278350515,14.97395833,-0.438812482,-0.726891757,-0.793372486,-0.381417851,-2.340494576,-2.834277782,-1.874011303,-2.866588824,-1.673896798
S01003862,Highland,Highland,741,741,0,1,1,7,1,0,0.000139933,9.311740891,16.75675676,43.45479082,34.78915663,2.225298118,1.354753227,1.226923809,1.560611285,6.36758644,5.461305093,7.466217754,5.06277203,7.392481921
S01003863,Highland,Highland,686,686,0,5,9,2,0,0,0.000129546,0,6.417112299,3.935860058,12.18424963,-1.196481242,-0.373250901,-1.109186935,-0.654828972,-3.33374805,-4.177717671,-2.482522163,-3.847038042,-2.647388226
S01003864,Highland,Highland,921,921,0,5,9,2,0,0,0.000173924,0.651465798,5.676855895,7.491856678,10.3183315,-0.95708753,-0.496965611,-0.89897877,-0.837702104,-3.190734016,-3.586427069,-2.710844232,-3.652715813,-2.570063813
S01003865,Highland,Highland,996,977,19,4,8,3,0,0,0.000188088,2.149437052,3.819444444,7.062436029,12.02072539,-0.406629009,-0.807383892,-0.92436342,-0.670855501,-2.809231821,-3.288615779,-2.288728162,-3.305112206,-2.183706401
S01003866,Highland,Highland,967,963,4,4,7,3,0,0,0.000182611,2.907580478,6.884057971,5.399792316,12.67159451,-0.128034538,-0.295213009,-1.022648463,-0.607065738,-2.052961749,-2.944878624,-1.154765741,-2.681745262,-1.390917291
S01003867,Highland,Highland,1357,1329,28,3,6,4,0,0,0.00025626,2.859292701,6.504065041,15.65086531,20.68164214,-0.145778816,-0.358718999,-0.416669473,0.177975403,-0.743191885,-1.327514236,-0.119157231,-1.29175195,-0.146468576
S01003868,Highland,Highland,691,691,0,5,10,1,0,1,0.000130491,0,3.317535545,3.907380608,5.270863836,-1.196481242,-0.891264982,-1.110870461,-1.332389521,-4.531006207,-4.921287926,-4.07857661,-4.829440395,-3.962129094
S01003869,Highland,Highland,712,692,20,4,8,3,0,0,0.000134456,2.023121387,2.777777778,6.069364162,14.13994169,-0.453046144,-0.981471531,-0.983067585,-0.463157362,-2.880742623,-3.596005863,-2.165978283,-3.320428598,-2.227949664
S01003870,Highland,Highland,1046,1046,0,4,7,3,0,0,0.00019753,2.676864245,6.688963211,8.030592734,14.14441147,-0.212815682,-0.327818052,-0.867132082,-0.462719292,-1.870485108,-2.513583926,-1.271009633,-2.419924728,-1.239861081
S01003871,Highland,Highland,771,756,15,4,8,3,0,0,0.000145598,0,5.479452055,6.216931217,15.15957447,-1.196481242,-0.529956557,-0.974344349,-0.363226161,-3.064008309,-3.933866776,-2.206412861,-3.508210317,-2.415790225
S01003872,Highland,Highland,902,899,3,4,8,3,0,0,0.000170336,0.667408231,5.072463768,3.448275862,14.49771689,-0.951229174,-0.597974122,-1.138009848,-0.42809287,-3.115306014,-3.826472355,-2.45681848,-3.568150199,-2.546914569
S01003873,Highland,Highland,1122,1072,50,4,8,3,0,0,0.000211882,3.171641791,3.378378378,3.917910448,13.45971564,-0.031000099,-0.881096676,-1.110248003,-0.529824311,-2.552169089,-3.582732959,-1.46961844,-3.00207091,-1.868011629
S01003874,Highland,Highland,831,712,119,5,10,1,0,1,0.000156929,0,2.064896755,3.511235955,11.96581197,-1.196481242,-1.100611155,-1.134288043,-0.676237403,-4.107617843,-4.567152618,-3.558365591,-4.318599969,-3.623355314
S01003875,Highland,Highland,679,677,2,4,8,3,0,0,0.000128224,1.329394387,8.620689655,2.954209749,12.18045113,-0.707969553,-0.004979943,-1.16721593,-0.655201252,-2.535366678,-3.505646224,-1.459753308,-3.297628919,-1.680671714
S01003876,Highland,Highland,723,723,0,5,10,1,0,1,0.000136534,0.276625173,2.643171806,1.798063624,10.12482663,-1.09482997,-1.003967438,-1.235560021,-0.856666946,-4.191024375,-4.539139287,-3.862901207,-4.500348689,-3.645617221
S01003877,Highland,Highland,688,676,12,5,9,2,0,1,0.000129924,1.627218935,2.336448598,2.958579882,10.91180867,-0.59852816,-1.055228288,-1.166957595,-0.779537157,-3.600251201,-4.177943041,-2.996902337,-4.014371642,-2.96863567
S01003878,Highland,Highland,1089,1089,0,2,4,4,0,0,0.00020565,2.203856749,9.589041096,18.08999082,28.96749522,-0.386631438,0.156854953,-0.272483707,0.990047422,0.48778723,-0.811468151,1.908033813,-0.190700327,1.145859308
S01003879,Highland,Highland,778,778,0,5,9,2,0,1,0.00014692,1.413881748,2.43902439,5.655526992,10.32679739,-0.676923037,-1.038085398,-1.007531037,-0.836872387,-3.55941186,-3.929078281,-3.163634085,-3.961339611,-2.961842515
S01003880,Highland,Highland,867,867,0,4,7,3,0,0,0.000163727,1.614763552,7.762557078,13.61014994,13.99521531,-0.603105132,-0.148394607,-0.537303736,-0.477341568,-1.766145043,-2.156691189,-1.29979013,-2.405891267,-1.059555292
S01003881,Highland,Highland,887,887,0,5,9,2,0,0,0.000167504,1.803833145,3.861003861,5.975197294,9.666283084,-0.533627851,-0.80043831,-0.988634139,-0.901607446,-3.224307746,-3.608143375,-2.7447718,-3.663052552,-2.626302232
S01003882,Highland,Highland,500,500,0,2,3,5,0,0,9.44E-05,2.8,13.19444444,33.6,29.39914163,-0.167567066,0.759404865,0.64437053,1.032351814,2.268560143,1.035541055,3.246509655,1.118674361,3.403179164
S01003883,Highland,Highland,535,535,0,4,7,3,0,0,0.000101031,1.682242991,6.329113924,11.58878505,17.08253359,-0.578308506,-0.387957553,-0.656794121,-0.17476261,-1.79782279,-2.270560253,-1.327111623,-2.50931322,-0.956786067
S01003884,Highland,Highland,766,766,0,2,3,5,0,0,0.000144654,9.268929504,10.71428571,19.58224543,23.64394993,2.209566246,0.344910485,-0.184270996,0.468302451,2.838508187,0.841173877,5.384086294,1.693737795,3.894660372
S01003885,Highland,Highland,654,654,0,3,5,4,0,0,0.000123503,2.140672783,9.941520468,16.81957187,19.80982567,-0.409849609,0.215762763,-0.347582888,0.092531242,-0.449138492,-1.139794763,0.243137551,-1.295813017,0.415593285
S01003886,Highland,Highland,519,519,0,3,5,4,0,0,9.80E-05,3.082851638,9.375,22.73603083,20.04048583,-0.063627759,0.12108352,0.002160971,0.115137564,0.174754296,-0.03112592,0.372145519,-0.806702233,1.167102101
