Datazone,Health Board,Council Area,Total population,People in households,People in communal establishments,Quintile,Decile,DEPCAT,Most deprived 15%,Least deprived 15%,Total population weight,% Overcrowding,% Male Unemployment,% No Car,% Low Social Class,Z-score overcrowding,Z-score male unemployment,Z-score no car,Z-score low social class,Carstairs score,Lower 95% uncertainty bound (random weights),Upper 95% uncertainty bound (random weights),Lower 95% confidence interval,Upper 95% confidence interval 
S01003887,Highland,Highland,1032,926,106,2,3,5,0,0,0.000194886,6.911447084,11.84834123,26.99784017,24.12626832,1.343263716,0.534438532,0.254092346,0.515573054,2.647367648,1.760943183,3.81076856,1.603981755,3.590196174
S01003888,Highland,Highland,1633,1626,7,5,9,2,0,1,0.000308381,0.676506765,2.702702703,4.55104551,13.22055138,-0.947885742,-0.994018388,-1.072821039,-0.553264094,-3.567989264,-4.007673584,-3.044803819,-3.804924917,-3.160731766
S01003889,Highland,Highland,547,546,1,4,7,3,0,0,0.000103297,3.663003663,3.773584906,14.65201465,13.00191205,0.149560328,-0.815048127,-0.475715245,-0.57469229,-1.715895334,-2.526551365,-0.748317445,-2.476526018,-0.79093877
S01003890,Highland,Highland,663,663,0,5,9,2,0,0,0.000125203,1.508295626,2.45398773,7.390648567,12.38390093,-0.642228831,-1.035584663,-0.904961558,-0.635261737,-3.218036789,-3.68723259,-2.783782422,-3.69033451,-2.550400196
S01003891,Highland,Highland,731,731,0,5,9,2,0,0,0.000138044,0,4.901960784,8.207934337,11.66666667,-1.196481242,-0.626469286,-0.856648761,-0.705555751,-3.38515504,-3.988987401,-2.887775192,-3.778761966,-2.744297972
S01003892,Highland,Highland,641,641,0,3,5,4,0,0,0.000121048,3.432137285,8.496732026,19.18876755,23.00163132,0.06472401,-0.025696254,-0.207530934,0.405350699,0.236847521,-0.288183037,0.819938809,-0.630340737,1.210584747
S01003893,Highland,Highland,633,630,3,5,10,2,0,1,0.000119538,0.476190476,3.50877193,4.920634921,9.615384615,-1.021495838,-0.859304767,-1.050973236,-0.906595855,-3.838369696,-4.03224161,-3.643250088,-4.290162134,-3.163062353
S01003894,Highland,Highland,935,924,11,3,5,4,0,0,0.000176568,3.138528139,9.677419355,24.02597403,18.85714286,-0.043168351,0.171625093,0.078414303,-0.00083839,0.206032655,-0.002055554,0.428586059,-0.561097367,0.998682969
S01003895,Highland,Highland,745,745,0,5,9,2,0,1,0.000140688,0.402684564,2.830188679,6.577181208,12.15846995,-1.048507008,-0.972712405,-0.953048634,-0.657355563,-3.631623609,-3.9739858,-3.231985377,-3.970331387,-3.023865385
S01003896,Highland,Highland,724,697,27,5,10,2,0,1,0.000136722,0.860832138,3.314917127,6.31276901,7.75988287,-0.880151817,-0.891702583,-0.968679021,-1.088448108,-3.828981528,-4.054680442,-3.620952092,-4.235210337,-3.18712389
S01003897,Highland,Highland,734,731,3,4,8,3,0,0,0.000138611,1.641586867,3.468208092,11.62790698,12.30982019,-0.593248386,-0.866083963,-0.654481479,-0.642522172,-2.756335999,-3.041415793,-2.522425321,-3.299215924,-2.030015512
S01003898,Highland,Highland,791,728,63,5,9,2,0,1,0.000149375,0,5.23255814,12.5,7.00280112,-1.196481242,-0.571218489,-0.602928822,-1.162647457,-3.53327601,-4.334979598,-2.72758736,-4.034768751,-2.833178648
S01003899,Highland,Highland,800,800,0,3,5,4,0,0,0.000151074,2.25,12.95336788,16.75,18.81443299,-0.369675208,0.719115154,-0.35169554,-0.005024258,-0.007279852,-1.02759196,1.150192576,-0.920951231,0.867983201
S01003900,Highland,Highland,776,776,0,3,5,4,0,0,0.000146542,4.768041237,5.213270142,20.74742268,13.70967742,0.555627766,-0.574441979,-0.115393042,-0.505326294,-0.639533549,-1.69643961,0.607135554,-1.372980131,0.134068209
S01003901,Highland,Highland,680,634,46,4,8,3,0,0,0.000128413,2.050473186,4.571428571,9.936908517,13.07189542,-0.442995196,-0.681709196,-0.754442677,-0.567833427,-2.446980495,-2.748364146,-2.131000837,-3.034943093,-1.687718011
S01003902,Highland,Highland,1036,970,66,4,8,3,0,0,0.000195641,1.546391753,3.401360544,7.319587629,15.92827004,-0.628229672,-0.877255801,-0.909162234,-0.287888576,-2.702536283,-3.317396446,-2.044596874,-3.090132911,-2.139791575
S01003903,Highland,Highland,901,901,0,5,10,1,0,1,0.000170148,0.554938957,3.787878788,2.330743618,7.254464286,-0.992558185,-0.812659275,-1.204071328,-1.137982692,-4.147271481,-4.52513772,-3.74040152,-4.475438756,-3.625589129
S01003904,Highland,Highland,888,834,54,2,4,4,0,0,0.000167693,2.398081535,10.60606061,25.89928058,22.85714286,-0.315259783,0.326823459,0.18915241,0.391189811,0.591905897,-0.183758837,1.208150302,-0.173141782,1.369247024
S01003905,Highland,Highland,1166,1166,0,5,10,2,0,1,0.000220191,1.972555746,2.922077922,2.401372213,6.707317073,-0.471627467,-0.957355495,-1.19989621,-1.191606977,-3.820486148,-4.498369788,-2.990007839,-4.147173944,-3.267901542
S01003906,Highland,Highland,701,701,0,3,5,4,0,0,0.000132379,0.570613409,10.22727273,21.96861626,24.6676514,-0.986798305,0.263518862,-0.043203754,0.568632413,-0.197850784,-1.793221838,1.139324643,-0.996636922,0.675761927
S01003907,Highland,Highland,748,748,0,2,3,5,0,0,0.000141255,5.347593583,11.04651163,33.15508021,25.63380282,0.768595489,0.400433454,0.618069669,0.663322064,2.450420675,2.092706344,2.780129717,1.449414857,3.46814601
S01003908,Highland,Highland,799,799,0,3,5,4,0,0,0.000150886,3.629536921,7.111111111,17.0212766,23.60406091,0.137262326,-0.25726695,-0.335659373,0.464393046,0.008729049,-0.820585711,0.829115345,-0.700149673,0.833093577
S01003909,Highland,Highland,621,621,0,5,9,2,0,1,0.000117272,0,2.976190476,8.212560386,11.23778502,-1.196481242,-0.948311981,-0.856375298,-0.747589177,-3.748757698,-4.195540104,-3.351511833,-4.093326867,-3.07567957
S01003910,Highland,Highland,727,723,4,2,4,4,0,0,0.000137289,5.947441217,7.425742574,18.11894882,24.67718795,0.989021108,-0.204684439,-0.270771892,0.569567062,1.083131839,-0.336752896,2.497324427,0.161508943,2.066206916
S01003911,Highland,Highland,626,610,16,4,7,3,0,0,0.000118216,2.295081967,5.084745763,9.180327869,18.42546064,-0.353108967,-0.595921504,-0.799166968,-0.043146291,-1.79134373,-2.512633958,-1.074377279,-2.452696355,-0.981853719
S01003912,Highland,Highland,945,945,0,4,7,3,0,0,0.000178457,3.068783069,5.693950178,9.947089947,15.6043956,-0.068797527,-0.494108744,-0.753840815,-0.319630554,-1.636377639,-2.264267363,-0.978899577,-2.192143601,-0.944052021
S01003913,Highland,Highland,727,707,20,4,8,3,0,0,0.000137289,1.697312588,7.373271889,3.818953324,6.676136364,-0.572770891,-0.213453557,-1.116097726,-1.194662906,-3.096985081,-4.125655201,-1.958765056,-3.738233414,-2.385720959
S01003914,Highland,Highland,975,956,19,4,7,3,0,0,0.000184122,1.255230126,6.818181818,8.682008368,17.72287863,-0.735222646,-0.306222505,-0.828624485,-0.112004281,-1.982073916,-2.743023349,-1.26637069,-2.536062507,-1.294600319
S01003915,Highland,Highland,764,757,7,4,7,3,0,0,0.000144276,0.792602378,6.878306878,6.737120211,20.51282051,-0.905224163,-0.296174156,-0.943594046,0.161429693,-1.983562671,-3.154377644,-0.814116451,-2.595994301,-1.220497578
S01003916,Highland,Highland,845,845,0,5,10,1,0,1,0.000159572,0.473372781,2.777777778,1.775147929,8.763505402,-1.022531255,-0.981471531,-1.236914653,-0.990086024,-4.231003463,-4.501753785,-4.005706238,-4.545047519,-3.758728538
S01003917,Highland,Highland,906,891,15,3,5,4,0,0,0.000171092,3.479236813,9.387755102,14.14141414,17.7956372,0.082031643,0.123215206,-0.505898737,-0.104873428,-0.405525316,-1.085100538,0.20699057,-1.165807851,0.371757214
S01003918,Highland,Highland,954,954,0,4,7,3,0,0,0.000180156,2.201257862,4.240282686,8.909853249,16.09808102,-0.38758645,-0.737051665,-0.815155728,-0.271245902,-2.211039744,-2.833186689,-1.625103711,-2.687953892,-1.619570749
S01003919,Highland,Highland,612,612,0,2,4,4,0,0,0.000115572,3.104575163,10.11904762,25.49019608,23.35640138,-0.055645029,0.245431835,0.164969906,0.440120666,0.794877377,0.341157442,1.235067779,-0.127818898,1.783114449
S01003920,Highland,Highland,731,730,1,2,3,5,0,0,0.000138044,6.575342466,9.375,22.19178082,27.33918129,1.219755571,0.12108352,-0.030011669,0.830461177,2.1412886,0.775066225,3.51421765,1.165869756,3.133797333
S01003921,Highland,Highland,1038,1012,26,3,6,4,0,0,0.000196019,0.889328063,6.060606061,19.46640316,22.09775967,-0.869680438,-0.432831697,-0.191118862,0.316764905,-1.176866093,-2.265946403,-0.07336586,-1.724970522,-0.547194677
S01003922,Highland,Highland,937,894,43,1,2,6,0,0,0.000176946,5.48098434,14.64435146,27.51677852,31.8455971,0.817612503,1.001719321,0.284768719,1.272121698,3.376222241,2.415310683,4.192141794,2.390772891,4.270576406
S01003923,Highland,Highland,761,761,0,1,2,6,1,0,0.00014371,11.03810775,11.11111111,23.91590013,32.99856528,2.859685024,0.411229586,0.071907426,1.385120708,4.727942744,1.996973787,7.682098865,3.506964252,5.878030295
S01003924,Highland,Highland,507,507,0,1,2,6,1,0,9.57E-05,4.536489152,18.48739496,34.12228797,34.79212254,0.470539472,1.643984638,0.675244911,1.560901965,4.350670986,3.019035483,5.683442462,2.929708291,5.609753584
S01003925,Highland,Highland,801,794,7,2,4,4,0,0,0.000151263,3.904282116,10.76233184,15.99496222,27.21354167,0.238222764,0.352940153,-0.396328627,0.818147608,1.012981898,-0.078595671,2.032012903,0.120291117,1.870420629
S01003926,Highland,Highland,580,580,0,1,2,6,1,0,0.000109529,8.793103448,14.18439716,31.37931034,27.7673546,2.034714755,0.924849857,0.513097318,0.87242518,4.345087109,3.11125613,5.96263791,3.076837731,5.554943619
S01003927,Highland,Highland,720,720,0,4,7,3,0,0,0.000135967,3.055555556,3.755868545,5.555555556,14.62728551,-0.073658232,-0.818008959,-1.01344072,-0.415394232,-2.320502143,-3.255422728,-1.339595633,-2.875284497,-1.615729394
S01003928,Highland,Highland,840,840,0,1,2,6,0,0,0.000158628,8.69047619,11.64021164,21.07142857,30.0390117,1.997002383,0.499655054,-0.09623985,1.095063592,3.495481179,1.564960887,5.548068238,2.226832985,4.474499717
S01003929,Highland,Highland,548,548,0,2,4,4,0,0,0.000103486,2.189781022,6.569343066,20.80291971,31.04761905,-0.391803836,-0.347809465,-0.112112406,1.193914223,0.342188515,-1.124257304,2.03636429,-0.506061224,1.229458644
S01003930,Highland,Highland,870,870,0,2,4,4,0,0,0.000164293,3.333333333,10.041841,20.34482759,25.03037667,0.028416587,0.232528745,-0.139191932,0.604182047,0.725935446,0.052647666,1.422395133,-0.066373641,1.563756095
S01003931,Highland,Highland,1144,1144,0,3,5,4,0,0,0.000216036,2.01048951,10.1910828,15.12237762,22.98311445,-0.457687972,0.257470652,-0.447910343,0.403535915,-0.244591747,-1.278897036,0.758248046,-0.927970892,0.427038415
S01003932,Highland,Highland,897,820,77,4,7,3,0,0,0.000169392,0,5.479452055,9.512195122,20.57356608,-1.196481242,-0.529956557,-0.779549063,0.167383187,-2.338603675,-3.551354584,-1.039631837,-2.838200981,-1.736248276
S01003933,Highland,Highland,701,690,11,4,7,3,0,0,0.000132379,2.898550725,4.615384615,6.086956522,15.11111111,-0.131352695,-0.67436308,-0.982027636,-0.367975912,-2.155719322,-2.987264821,-1.297905497,-2.763184407,-1.32523552
S01003934,Highland,Highland,1016,1016,0,3,6,3,0,0,0.000191865,2.362204724,8.219178082,6.003937008,16.83366733,-0.328443411,-0.072082217,-0.986935227,-0.199153258,-1.586614113,-2.491740153,-0.799722329,-2.241935579,-0.900232123
S01003935,Highland,Highland,827,827,0,3,5,4,0,0,0.000156173,2.418379686,9.174311927,15.356711,22.41813602,-0.307800834,0.0875437,-0.434058027,0.348164046,-0.306151115,-1.104195871,0.457085854,-1.008815226,0.47574967
S01003936,Highland,Highland,999,957,42,5,9,2,0,0,0.000188654,0.52246604,5.743243243,2.821316614,11.60809372,-1.004490987,-0.485870683,-1.175071737,-0.711296313,-3.37672972,-4.021469727,-2.721058161,-3.782434194,-2.807829843
S01003937,Highland,Highland,745,745,0,1,2,6,0,0,0.000140688,4.026845638,18.49710983,27.38255034,29.61309524,0.283261102,1.645608227,0.276833993,1.053320776,3.259024098,1.841516698,4.715138001,2.083537015,4.207672935
S01003938,Highland,Highland,605,605,0,4,8,3,0,0,0.00011425,2.975206612,4.712041885,2.479338843,13.61344538,-0.103184006,-0.658209317,-1.195287313,-0.514757712,-2.471438349,-3.483761042,-1.472442457,-3.164256905,-1.697040122
S01003939,Highland,Highland,626,624,2,4,7,3,0,0,0.000118216,2.564102564,7.185628743,5.608974359,16.16666667,-0.254252143,-0.244813255,-1.010282936,-0.264524025,-1.77387236,-2.639433207,-1.084725582,-2.573014439,-0.913695778
S01003940,Highland,Highland,1047,1047,0,2,4,4,0,0,0.000197719,3.438395415,12.18637993,18.2425979,21.45748988,0.067023681,0.590932957,-0.263462536,0.254013951,0.648508054,-0.100104306,1.422749631,-0.099350486,1.427970719
S01003941,Highland,Highland,614,614,0,4,8,3,0,0,0.00011595,0.651465798,6.896551724,5.211726384,14.88294314,-0.95708753,-0.293125002,-1.033765739,-0.390337982,-2.674316252,-3.525998165,-1.83631133,-3.264686689,-1.852117798
S01003942,Highland,Highland,758,756,2,2,4,4,0,0,0.000143143,4.62962963,11.29032258,26.05820106,18.08219178,0.504765743,0.441180148,0.198546789,-0.076789059,1.067703621,0.458512592,1.666177176,0.126650688,2.030599901
S01003943,Highland,Highland,695,695,0,2,4,4,0,0,0.000131246,4.748201439,7.831325301,23.45323741,20.03012048,0.548337248,-0.136901777,0.044557715,0.114121687,0.570114872,-0.004335969,1.24021927,-0.302696149,1.512910951
S01003944,Highland,Highland,646,626,20,3,5,4,0,0,0.000121993,3.194888179,5.952380952,17.09265176,22.14983713,-0.022457764,-0.450918725,-0.331440122,0.321868863,-0.482947748,-1.254075422,0.289246895,-1.262507207,0.394789895
S01003945,Highland,Highland,661,659,2,4,8,3,0,0,0.000124825,1.062215478,4.232804233,4.552352049,14.13043478,-0.806149613,-0.738301495,-1.072743804,-0.464089106,-3.081284018,-3.610552117,-2.556596328,-3.619892198,-2.405633946
S01003946,Highland,Highland,838,805,33,4,8,3,0,0,0.00015825,0.49689441,4.390243902,10.80745342,14.94974874,-1.013887777,-0.711989527,-0.702981535,-0.383790562,-2.812649401,-3.374965293,-2.263049695,-3.288060991,-2.177454254
S01003947,Highland,Highland,631,631,0,3,6,4,0,0,0.00011916,3.961965135,6.50887574,6.814580032,16.28289474,0.259419505,-0.357915015,-0.939015108,-0.253132855,-1.290643472,-2.374315528,-0.18105163,-2.059679015,-0.383407695
S01003948,Highland,Highland,745,743,2,4,8,3,0,0,0.000140688,2.557200538,4.761904762,3.903095559,11.14130435,-0.256788426,-0.649876027,-1.111123766,-0.757044963,-2.774833182,-3.510260792,-1.957366823,-3.364456953,-2.021279574
S01003949,Highland,Highland,598,598,0,4,7,3,0,0,0.000112928,3.010033445,3.870967742,5.852842809,13.89830508,-0.090386213,-0.798773105,-0.995866966,-0.486839453,-2.371865738,-3.246833945,-1.458089466,-3.062840689,-1.525726939
S01003950,Highland,Highland,606,606,0,3,5,4,0,0,0.000114439,4.95049505,4.575163399,14.35643564,19.55017301,0.622673949,-0.681085016,-0.493188017,0.067083451,-0.484515633,-1.804852021,0.902140852,-1.374854573,0.423402887
S01003951,Highland,Highland,608,566,42,3,6,4,0,0,0.000114817,0.35335689,10.60606061,14.13427562,17.43119266,-1.066633416,0.326823459,-0.506320721,-0.140591563,-1.386722241,-2.745804888,-0.11605928,-2.250379671,-0.462592503
S01003952,Highland,Highland,536,527,9,4,8,3,0,0,0.00010122,2.277039848,3.289473684,2.84629981,14.65863454,-0.359738892,-0.895954796,-1.173594887,-0.412321806,-2.841610382,-3.744120885,-1.954531461,-3.449501988,-2.028309981
S01003953,Highland,Highland,577,554,23,4,8,3,0,0,0.000108962,2.888086643,3.759398496,8.303249097,11.88299817,-0.135197925,-0.817419019,-0.851014352,-0.684353739,-2.487985034,-3.137239664,-1.666103528,-3.134774389,-1.677507605
S01003954,Highland,Highland,702,677,25,4,7,3,0,0,0.000132568,2.067946824,6.214689266,7.237813885,18.27956989,-0.43657417,-0.407080675,-0.913996183,-0.057444613,-1.815095641,-2.575715575,-1.093492663,-2.507192349,-0.967102962
S01003955,Highland,Highland,681,651,30,4,8,3,0,0,0.000128602,0,4.166666667,23.80952381,12.37942122,-1.196481242,-0.749354678,0.065619127,-0.63570078,-2.515917574,-3.668853837,-1.375776544,-2.946940026,-1.860004996
S01003956,Highland,Highland,749,711,38,4,7,3,0,0,0.000141443,3.094233474,3.225806452,13.5021097,14.73087819,-0.059445283,-0.906595127,-0.543690396,-0.405241419,-1.914972225,-2.709494182,-1.117925454,-2.476191658,-1.198795855
S01003957,Highland,Highland,686,681,5,4,7,3,0,0,0.000129546,2.202643172,5.555555556,11.60058737,17.48466258,-0.387077391,-0.517237825,-0.656096442,-0.135351134,-1.695762792,-2.16310655,-1.181003482,-2.384202886,-0.859804125
S01003958,Highland,Highland,784,779,5,3,5,4,0,0,0.000148053,3.337612323,10.22727273,17.20154044,20.86614173,0.029988984,0.263518862,-0.325003308,0.196057663,0.164562202,-0.444954063,0.681446818,-0.722094791,1.068019091
S01003959,Highland,Highland,747,743,4,4,8,3,0,0,0.000141066,1.211305518,5.882352941,5.652759085,13.49862259,-0.751363593,-0.462622095,-1.007694658,-0.526011155,-2.747691502,-3.306849004,-2.255123292,-3.324161427,-2.050912142
S01003960,Highland,Highland,877,862,15,3,6,4,0,0,0.000165615,3.248259861,8.641975309,12.76102088,17.61846902,-0.002845307,-0.001422596,-0.587498908,-0.122237159,-0.714003971,-1.340912029,-0.154423808,-1.455914066,0.119549944
S01003961,Highland,Highland,576,576,0,3,5,4,0,0,0.000108774,1.909722222,11.94029851,20.65972222,17.55027422,-0.494716861,0.549806813,-0.120577341,-0.12892073,-0.19440812,-1.104267198,0.792053923,-1.137357887,0.94451101
S01003962,Highland,Highland,706,706,0,2,4,5,0,0,0.000133323,2.69121813,14.54545455,22.3796034,23.28358209,-0.207541069,0.98519126,-0.018908778,0.432983862,1.191725275,0.060863353,2.354620687,0.20334617,2.199456119
S01003963,Highland,Highland,474,472,2,4,8,3,0,0,8.95E-05,1.694915254,5.633802817,4.237288136,10.61571125,-0.573651838,-0.50416082,-1.091368402,-0.808556792,-2.977737852,-3.599254342,-2.380122979,-3.710737065,-2.106954392
S01003964,Highland,Highland,483,483,0,5,9,2,0,0,9.12E-05,0,7.086614173,4.554865424,10.41666667,-1.196481242,-0.26136098,-1.07259523,-0.828064564,-3.358502016,-4.200208422,-2.416960499,-4.008668595,-2.468624783
S01003965,Highland,Highland,576,576,0,5,9,2,0,0,0.000108774,1.388888889,2,6.423611111,14.71103327,-0.686107147,-1.111456969,-0.962126733,-0.407186361,-3.16687721,-3.87398132,-2.476425581,-3.638899531,-2.464052522
S01003966,Highland,Highland,1009,1005,4,3,6,4,0,0,0.000190543,2.985074627,6.513409962,11.14427861,20.63655031,-0.099557813,-0.357157237,-0.683070547,0.173556086,-0.966229512,-1.779329389,-0.206519956,-1.610536389,-0.202560726
S01003967,Highland,Highland,539,534,5,3,6,4,0,0,0.000101786,2.621722846,10.11904762,11.61048689,15.79961464,-0.233078456,0.245431835,-0.655511245,-0.300497712,-0.943655578,-1.722406905,-0.10369339,-1.811512154,-0.01044438
S01003968,Highland,Highland,864,864,0,3,5,4,0,0,0.00016316,1.388888889,9.803921569,19.09722222,20.33492823,-0.686107147,0.192766666,-0.212942519,0.143994995,-0.562288004,-1.514926992,0.284151565,-1.314211455,0.256346655
S01003969,Highland,Highland,762,737,25,3,5,4,0,0,0.000143898,1.628222524,12.87128713,8.68385346,20.36775106,-0.598159372,0.70539748,-0.828515414,0.147211864,-0.574065443,-2.060417372,0.965228319,-1.421968416,0.260136665
S01003970,Highland,Highland,631,620,11,4,8,3,0,0,0.00011916,1.935483871,3.243243243,6.451612903,15.34653465,-0.485250245,-0.903681019,-0.960471443,-0.344902745,-2.694305451,-3.400746841,-2.017081802,-3.233795141,-1.931252479
S01003971,Highland,Highland,721,721,0,2,4,4,0,0,0.000136156,3.74479889,10.75268817,19.14008322,20.03034901,0.179617567,0.351328463,-0.210408846,0.114144084,0.434681268,-0.088945943,0.922663091,-0.502938733,1.347785077
S01003972,Highland,Highland,785,785,0,4,7,3,0,0,0.000148242,2.165605096,6.018518519,7.898089172,12.04188482,-0.400687748,-0.439865541,-0.874964859,-0.668781727,-2.384299876,-2.888984748,-1.865114867,-3.051276032,-1.624733264
S01003973,Highland,Highland,450,442,8,4,8,3,0,0,8.50E-05,1.131221719,3.496503497,8.823529412,16.47597254,-0.780791934,-0.861355118,-0.82025865,-0.234209869,-2.696615571,-3.257524581,-2.031734763,-3.303319695,-1.874746148
S01003974,Highland,Highland,854,847,7,4,7,3,0,0,0.000161272,2.479338843,7.924528302,8.382526564,14.75609756,-0.285400213,-0.121325306,-0.846327966,-0.402769743,-1.655823228,-2.358717573,-1.013374074,-2.304956289,-0.923060238
S01003975,Highland,Highland,829,829,0,4,8,3,0,0,0.000156551,1.809408926,5.384615385,2.774427021,10.35758323,-0.531578923,-0.545806053,-1.177843555,-0.833855158,-3.089083689,-3.803438719,-2.397816699,-3.598383925,-2.476118818
